surface_m2,pieces,age_annees,revenu_median,distance_centre_km,prix
62.5,3.0,1,3.522,0.18,3.786
80.3,4.0,9,6.22,2.3,5.597
70.8,3.0,72,1.756,4.48,2.626
78.8,4.0,36,2.504,0.81,3.34
55.4,2.0,88,1.152,1.73,2.326
164.0,8.0,70,3.495,21.26,6.196
73.8,4.0,2,3.982,4.3,3.528
104.9,4.0,28,1.737,7.83,3.906
120.9,5.0,65,5.185,7.73,5.953
150.4,7.0,5,1.967,2.51,5.954
106.1,4.0,89,2.33,10.64,4.452
95.6,4.0,14,2.869,10.88,4.627
107.6,5.0,71,5.57,4.41,5.655
72.8,5.0,75,1.847,12.07,2.513
74.7,3.0,45,3.099,0.99,3.636
94.9,5.0,72,3.852,1.79,4.571
49.6,2.0,79,3.511,1.53,2.577
83.0,3.0,66,3.57,7.46,3.924
89.0,4.0,63,3.829,2.19,5.178
193.3,8.0,34,2.118,1.31,8.039
157.4,7.0,26,5.81,2.88,8.174
120.7,4.0,78,2.586,8.12,3.623
139.0,6.0,20,2.436,0.41,5.229
74.5,4.0,37,4.985,0.72,5.139
108.6,5.0,46,2.047,5.78,4.815
133.0,7.0,35,3.14,0.73,6.252
74.7,4.0,33,1.963,6.24,2.991
63.3,3.0,53,8.446,13.96,5.485
116.3,5.0,29,7.682,5.65,7.356
65.6,3.0,88,2.587,20.84,2.287
124.5,5.0,16,3.435,1.29,5.09
149.5,7.0,35,2.725,1.58,6.436
75.5,4.0,76,2.324,2.47,3.959
77.4,5.0,42,2.869,8.63,3.71
147.9,7.0,63,2.669,7.02,6.137
106.3,4.0,58,1.371,6.46,3.679
140.9,5.0,29,3.06,3.19,5.934
96.0,4.0,66,2.667,2.11,4.662
98.5,5.0,21,3.128,0.21,4.631
105.4,5.0,67,2.625,3.58,4.191
178.4,8.0,11,2.311,5.22,6.827
137.0,6.0,62,4.03,2.04,6.282
82.1,4.0,10,3.455,9.1,3.35
111.3,4.0,78,5.095,4.01,5.814
93.8,5.0,56,3.396,1.11,4.595
88.0,3.0,3,2.487,7.2,3.975
123.3,6.0,9,3.588,0.89,5.203
114.8,5.0,16,1.115,6.71,4.378
75.8,3.0,86,7.005,5.9,5.555
105.5,5.0,53,3.076,11.52,4.399
87.2,4.0,25,7.265,9.46,5.706
120.6,6.0,24,1.838,36.39,3.19
85.9,5.0,2,1.644,34.13,2.306
98.7,5.0,18,3.205,1.49,5.024
88.8,4.0,76,3.2,12.83,3.721
58.0,4.0,53,3.165,1.0,3.951
175.1,8.0,33,2.955,4.08,7.432
105.1,6.0,1,2.049,4.63,4.233
177.3,8.0,30,1.393,0.12,7.224
106.7,4.0,34,3.088,11.27,4.214
130.9,6.0,10,1.526,1.25,5.23
83.9,4.0,54,1.463,0.95,3.42
84.6,4.0,59,2.29,9.41,3.588
103.1,5.0,89,3.3,9.0,4.894
176.8,9.0,32,6.649,5.55,8.922
76.6,3.0,24,4.224,14.93,4.173
53.8,1.0,74,5.181,2.54,3.675
146.7,8.0,31,3.648,2.05,7.246
133.7,6.0,56,3.206,2.63,5.861
90.5,4.0,66,8.395,14.45,5.669
201.8,8.0,79,1.499,2.23,7.912
205.1,9.0,28,2.257,9.24,7.377
56.8,2.0,56,2.338,16.3,1.563
83.3,3.0,11,4.064,0.39,4.18
102.9,4.0,70,1.75,4.17,4.267
119.5,6.0,4,3.833,11.03,5.878
113.4,7.0,62,3.528,2.45,5.567
104.9,5.0,18,3.92,1.41,5.011
72.9,4.0,41,3.888,13.06,3.466
124.6,5.0,6,5.432,16.91,5.638
127.0,6.0,61,2.659,1.34,5.042
143.0,7.0,43,3.451,3.54,6.128
69.6,3.0,59,1.951,26.18,1.698
97.4,4.0,31,1.761,8.3,3.361
89.0,5.0,0,6.014,9.38,5.517
69.2,4.0,52,1.886,26.53,0.985
96.9,4.0,62,3.628,7.86,4.887
74.0,3.0,59,3.452,2.88,3.589
65.7,3.0,23,4.612,0.06,4.614
134.3,5.0,64,1.289,6.31,4.639
90.3,4.0,48,4.059,10.46,4.338
82.0,4.0,18,2.648,2.54,3.51
155.3,7.0,10,2.075,3.77,5.9
128.3,6.0,29,2.428,0.09,5.283
52.1,3.0,2,4.334,9.1,3.329
119.8,6.0,64,3.777,33.14,4.233
119.6,5.0,1,2.566,0.38,5.468
95.5,4.0,4,1.628,11.26,3.072
94.3,5.0,14,1.681,1.0,4.101
60.0,4.0,29,3.815,9.96,3.255
200.9,9.0,1,1.53,4.37,7.407
96.8,5.0,56,2.578,29.62,2.656
117.6,6.0,11,9.084,9.97,7.96
98.5,4.0,72,3.343,28.29,2.703
82.4,5.0,50,3.796,9.97,3.861
137.9,7.0,7,1.686,12.78,5.284
110.1,6.0,36,1.565,0.32,4.729
97.0,5.0,12,3.889,17.95,4.584
117.1,7.0,88,2.394,32.14,3.653
101.6,4.0,53,4.61,20.7,3.671
181.8,9.0,72,2.899,2.42,7.507
136.2,7.0,33,13.469,12.1,9.952
123.6,7.0,13,2.198,27.96,3.388
62.2,3.0,21,3.238,11.68,2.622
125.1,6.0,37,1.901,8.06,4.592
124.0,7.0,69,4.524,11.81,5.509
74.5,3.0,38,3.467,1.31,3.711
61.7,3.0,83,1.845,5.6,2.37
134.3,5.0,32,2.465,13.51,5.655
140.1,6.0,20,5.272,7.07,6.187
84.7,3.0,44,4.994,5.7,5.03
83.5,4.0,10,1.505,7.58,3.161
109.5,7.0,60,2.306,4.86,4.477
90.2,5.0,9,6.454,18.89,4.335
61.3,2.0,57,2.637,0.15,3.297
74.2,4.0,34,3.088,5.63,3.118
116.1,6.0,32,4.514,1.47,6.308
75.5,3.0,54,1.561,3.65,3.503
142.6,7.0,63,1.863,1.36,5.173
123.3,6.0,83,2.458,11.45,4.916
117.7,4.0,26,4.889,4.8,5.828
108.7,4.0,73,4.499,19.04,3.598
81.2,4.0,75,3.931,21.47,2.675
129.1,6.0,89,2.671,14.41,4.637
80.5,3.0,86,4.727,13.91,3.863
145.4,6.0,71,2.655,7.68,4.979
171.2,8.0,26,3.688,5.69,7.322
109.9,6.0,62,4.286,12.53,5.234
162.9,7.0,70,6.102,2.58,8.389
74.5,5.0,26,2.772,9.04,3.293
123.8,5.0,73,2.415,0.41,5.238
104.1,5.0,63,5.093,7.97,5.659
135.1,6.0,44,5.272,2.44,7.12
53.0,3.0,77,2.227,10.34,2.335
132.3,5.0,7,1.729,9.94,4.763
83.7,5.0,61,4.921,7.44,4.602
105.8,4.0,70,1.358,5.45,3.753
199.6,9.0,3,1.327,1.97,7.268
125.2,6.0,36,2.52,7.33,5.416
119.6,6.0,46,2.847,0.16,4.86
116.3,6.0,18,1.687,4.05,4.477
150.8,7.0,79,3.004,4.84,6.095
136.7,6.0,56,3.065,0.84,6.09
116.7,6.0,24,2.19,2.76,5.177
111.9,6.0,39,6.787,14.46,6.629
109.4,4.0,10,3.298,19.33,4.074
102.2,6.0,7,4.517,4.69,5.257
69.3,3.0,67,1.412,34.54,0.683
124.3,5.0,88,1.406,2.95,4.321
86.4,3.0,24,3.344,9.01,4.002
98.1,4.0,22,6.263,1.11,5.713
139.9,5.0,61,1.726,33.13,3.281
103.0,4.0,45,2.899,6.48,4.873
100.3,4.0,12,1.559,5.06,3.902
110.0,4.0,60,1.967,7.05,3.634
94.0,5.0,18,2.965,22.47,3.214
198.0,9.0,10,2.178,16.83,6.168
187.7,8.0,41,1.511,3.38,6.882
185.8,8.0,66,1.495,2.42,7.375
116.4,6.0,46,1.163,0.45,4.11
84.6,4.0,58,3.368,16.89,2.779
141.2,6.0,21,3.557,2.0,6.125
94.2,4.0,44,3.549,2.72,4.886
145.6,7.0,64,1.806,3.27,6.165
83.3,3.0,47,4.275,0.96,4.695
119.3,5.0,21,3.736,3.75,5.101
152.8,7.0,85,2.727,11.62,5.607
95.9,5.0,6,2.533,8.27,4.724
95.8,4.0,81,2.03,5.05,3.532
63.7,3.0,65,2.964,8.24,2.898
84.2,3.0,10,5.628,13.65,4.643
115.7,5.0,22,4.536,0.98,5.424
121.6,5.0,33,2.422,4.37,5.293
127.6,7.0,86,3.464,4.14,5.934
56.3,3.0,46,1.656,8.87,1.38
94.3,4.0,23,3.775,0.37,4.429
66.0,4.0,82,1.87,13.29,1.836
113.7,5.0,10,3.708,2.68,5.741
60.0,4.0,73,10.341,2.56,6.226
71.8,3.0,74,2.103,3.51,3.095
135.9,5.0,34,10.128,4.68,8.753
87.3,4.0,3,3.39,16.25,3.662
163.4,7.0,79,1.94,1.16,6.404
128.8,5.0,87,1.9,1.34,4.986
96.1,6.0,34,7.879,19.39,5.843
143.3,7.0,16,3.393,19.86,5.525
98.8,5.0,24,2.107,13.83,3.662
133.2,6.0,12,2.48,0.94,5.654
82.8,3.0,54,3.3,4.0,3.722
146.2,7.0,46,2.708,2.22,6.786
61.7,2.0,32,3.176,0.32,3.219
71.8,2.0,58,6.038,3.55,5.145
75.7,3.0,56,1.636,40.94,0.447
85.6,5.0,1,3.633,6.58,4.689
117.1,5.0,36,2.631,3.37,5.574
104.8,5.0,77,2.172,1.26,4.219
133.7,6.0,71,4.404,0.14,6.188
153.6,8.0,76,1.408,1.47,5.659
59.7,2.0,85,0.937,0.88,2.052
160.2,8.0,5,3.007,8.47,6.703
98.1,4.0,24,2.554,2.37,4.319
184.5,9.0,41,1.479,9.58,6.394
81.6,3.0,45,1.259,23.47,2.471
54.5,2.0,70,6.48,5.87,4.087
129.3,6.0,65,3.348,2.15,5.499
126.5,5.0,63,2.742,2.7,5.507
72.4,2.0,14,7.3,10.24,5.323
74.7,3.0,60,4.306,0.54,4.761
137.2,6.0,71,6.027,1.1,7.872
119.0,5.0,67,1.598,6.98,4.323
94.8,4.0,52,1.572,8.4,3.219
123.1,4.0,7,3.588,16.42,4.108
115.0,5.0,13,3.276,15.6,4.207
77.2,4.0,66,4.77,1.23,4.679
140.8,7.0,78,1.305,3.92,4.689
131.3,6.0,74,3.731,0.39,5.462
105.6,5.0,38,4.243,1.79,5.44
137.2,6.0,52,4.142,4.73,6.481
193.0,9.0,15,2.264,4.66,7.463
74.4,5.0,53,3.433,3.25,4.284
96.2,4.0,17,1.917,4.89,4.084
97.8,6.0,71,2.383,5.06,4.541
136.2,6.0,70,1.7,4.7,5.769
85.3,3.0,4,1.932,19.53,3.516
133.5,6.0,84,2.439,1.85,5.633
88.6,4.0,71,2.179,4.91,3.379
71.7,5.0,34,1.932,5.6,3.17
107.7,5.0,40,1.515,6.05,4.54
88.0,3.0,7,6.57,0.55,5.581
111.3,4.0,84,2.17,22.85,3.594
120.2,6.0,9,3.153,15.82,4.7
61.0,3.0,83,1.232,4.2,2.24
91.3,4.0,58,5.008,2.17,4.827
107.7,4.0,82,2.931,7.67,3.778
137.4,5.0,33,2.226,14.49,4.625
131.6,7.0,80,2.235,32.3,3.992
79.3,4.0,38,4.02,0.34,4.251
99.4,5.0,31,0.72,1.19,4.275
122.3,7.0,30,1.876,15.16,4.123
97.1,6.0,85,2.576,13.85,3.248
81.8,4.0,41,2.563,0.91,3.958
103.5,5.0,43,8.393,27.15,5.917
118.4,5.0,57,2.335,33.93,3.005
76.9,3.0,50,4.244,19.0,3.29
126.8,5.0,48,6.143,6.64,7.139
109.8,4.0,34,3.676,6.24,4.952
128.4,5.0,14,2.007,0.43,5.108
102.7,5.0,89,1.525,17.68,2.554
182.1,7.0,44,3.802,15.07,7.379
117.6,7.0,87,5.699,3.1,6.25
133.3,6.0,41,3.475,21.17,4.735
126.6,7.0,53,4.735,1.99,6.807
99.0,4.0,49,8.727,1.73,7.795
114.1,4.0,86,3.962,12.93,4.654
86.0,5.0,9,1.657,9.2,3.288
177.2,9.0,46,2.781,3.49,7.253
122.0,5.0,13,5.036,17.39,5.271
80.3,3.0,78,2.43,13.84,2.595
162.4,7.0,47,5.353,2.21,7.679
100.6,4.0,83,2.638,14.32,3.814
139.8,6.0,24,3.16,7.88,5.735
60.5,3.0,14,2.321,4.63,3.362
151.8,6.0,56,2.921,12.98,5.545
120.3,5.0,13,2.991,0.16,5.365
78.2,4.0,33,1.318,1.67,3.635
119.6,5.0,28,2.228,6.33,4.706
170.7,8.0,19,1.561,6.44,6.277
86.8,3.0,11,2.263,6.53,3.558
86.4,4.0,59,1.901,3.36,4.003
98.5,5.0,68,4.286,5.56,4.985
107.4,4.0,35,4.308,17.95,4.86
142.9,7.0,25,3.498,2.23,6.386
122.6,6.0,14,1.537,3.43,5.207
98.5,5.0,60,2.601,3.93,4.331
115.7,5.0,72,1.483,8.21,4.268
180.7,8.0,49,2.544,3.53,7.458
129.7,6.0,38,3.638,0.74,5.721
101.9,4.0,58,4.248,1.22,5.168
97.5,5.0,82,3.363,2.99,4.866
113.5,5.0,89,4.789,4.19,5.942
142.3,8.0,17,3.055,35.58,4.841
82.9,4.0,42,2.447,38.34,1.636
135.6,5.0,78,4.028,21.01,5.447
101.2,5.0,56,4.087,18.8,3.894
106.1,5.0,73,2.147,5.7,3.593
231.5,9.0,89,3.224,2.36,8.88
130.9,7.0,9,2.381,12.21,5.489
88.8,4.0,55,1.101,24.22,1.587
120.2,6.0,47,3.314,7.32,4.675
144.8,6.0,25,1.518,6.99,4.625
131.4,6.0,58,3.151,3.02,5.924
51.8,3.0,9,1.362,4.4,1.72
39.5,3.0,44,1.966,8.73,1.921
104.7,5.0,37,2.236,1.4,4.4
121.9,6.0,35,4.668,19.5,4.899
118.7,7.0,55,2.138,1.44,4.706
91.1,4.0,84,1.676,14.81,2.816
132.2,5.0,85,3.203,1.17,5.332
152.1,6.0,63,2.465,3.95,5.9
61.6,4.0,29,3.88,19.85,2.906
59.9,3.0,86,1.724,26.0,1.242
119.8,6.0,89,2.989,21.24,4.357
135.9,6.0,76,8.259,2.87,8.095
86.9,4.0,78,2.441,5.74,3.161
52.7,2.0,73,2.957,14.67,2.141
105.3,5.0,68,1.287,34.33,2.235
119.3,5.0,65,1.852,0.86,4.636
95.9,5.0,57,3.343,0.06,4.649
146.0,7.0,58,2.343,7.77,6.444
116.9,5.0,35,3.584,0.62,5.089
83.9,3.0,79,3.291,11.66,3.516
86.7,3.0,57,1.502,15.61,2.838
106.0,7.0,55,4.293,5.73,5.269
93.8,5.0,66,1.554,4.55,3.517
58.7,4.0,6,1.927,25.76,1.399
113.5,5.0,82,3.014,14.45,4.168
87.4,4.0,52,5.502,4.29,5.427
92.1,4.0,84,1.73,11.95,2.901
74.2,2.0,9,2.905,17.14,3.798
172.3,7.0,21,2.916,5.13,6.771
128.3,7.0,85,3.654,8.46,5.968
187.5,9.0,62,4.631,16.79,7.723
95.8,4.0,58,2.266,11.91,3.464
130.8,6.0,36,4.286,2.9,6.768
114.2,6.0,50,4.946,3.13,5.424
85.0,3.0,49,6.066,11.44,4.905
95.4,4.0,17,3.407,6.35,4.177
128.2,6.0,50,2.918,14.1,4.681
74.2,4.0,46,2.196,10.69,2.699
146.5,7.0,28,1.41,12.74,4.656
111.1,5.0,30,2.399,8.38,3.811
139.9,6.0,69,2.859,17.2,5.031
119.4,5.0,60,2.588,7.3,4.646
61.7,2.0,42,3.557,0.49,3.39
104.7,5.0,54,1.413,3.92,4.192
147.6,7.0,21,2.505,20.51,5.24
110.6,4.0,44,6.67,1.74,6.424
105.6,5.0,50,4.255,14.12,5.703
110.5,6.0,22,3.587,5.09,5.613
57.4,1.0,15,3.241,2.08,3.971
152.9,7.0,47,2.306,1.4,6.048
48.9,3.0,84,1.235,16.64,1.135
163.9,8.0,41,3.339,15.97,5.825
93.6,3.0,81,0.903,6.71,2.731
122.2,6.0,76,2.348,7.74,4.47
55.9,2.0,67,2.714,9.44,3.353
135.4,7.0,80,2.223,14.26,4.484
127.6,5.0,37,7.222,5.03,7.146
125.0,6.0,68,6.178,9.98,5.87
55.2,2.0,13,4.327,1.2,3.906
81.3,4.0,28,1.792,6.48,2.911
119.6,5.0,50,6.454,3.09,7.029
151.5,7.0,3,3.591,2.33,6.222
77.5,3.0,68,1.779,11.84,2.461
78.2,4.0,83,2.759,2.62,2.932
117.0,5.0,9,4.184,5.86,5.434
223.4,9.0,89,2.076,12.51,7.51
85.5,5.0,7,2.896,4.07,3.985
93.2,4.0,11,3.134,2.0,4.347
88.8,4.0,68,1.656,0.93,3.901
101.3,5.0,61,2.407,16.2,4.267
155.6,7.0,84,1.714,11.97,5.345
103.1,6.0,38,4.018,7.29,4.73
231.7,9.0,51,1.806,0.87,8.609
109.2,6.0,13,3.1,1.69,5.115
160.9,7.0,62,1.454,0.87,6.332
95.4,5.0,89,1.632,0.42,3.917
69.3,3.0,53,1.597,14.45,1.528
103.0,6.0,83,2.386,1.98,4.818
125.6,6.0,35,2.948,0.96,5.956
81.6,3.0,88,3.203,15.68,3.479
151.9,6.0,48,1.224,2.8,5.288
90.2,4.0,12,2.52,20.76,3.13
74.2,3.0,32,1.939,10.62,2.28
214.7,9.0,44,3.457,2.99,8.704
80.2,2.0,6,2.41,0.39,3.822
89.3,3.0,80,2.621,1.97,3.558
132.6,7.0,21,1.944,3.46,5.52
94.4,4.0,60,5.907,2.36,5.646
75.1,5.0,82,1.526,0.87,3.001
86.5,4.0,39,2.271,2.84,4.258
192.0,9.0,54,2.853,2.52,7.676
127.1,5.0,46,2.428,2.81,5.2
135.6,6.0,68,1.928,7.87,4.398
115.1,7.0,3,1.203,22.3,3.666
121.6,7.0,32,1.991,4.5,4.82
92.1,4.0,55,1.765,0.68,4.11
110.3,4.0,8,5.787,12.96,5.126
53.8,2.0,77,7.532,7.7,4.624
144.3,6.0,56,2.657,1.53,5.166
91.8,5.0,0,1.445,8.5,3.709
71.2,4.0,1,3.789,9.73,3.672
112.4,5.0,14,1.748,1.2,4.771
98.9,4.0,59,2.123,3.25,3.762
142.6,8.0,46,2.048,5.54,5.31
103.8,4.0,43,2.17,3.72,4.022
85.9,4.0,50,2.317,0.98,3.907
104.6,5.0,44,1.505,17.1,3.415
167.4,7.0,30,1.982,1.4,6.657
144.2,6.0,0,4.302,0.69,6.612
127.0,5.0,2,2.678,6.61,5.854
146.4,8.0,62,2.876,27.93,4.838
130.3,7.0,66,0.995,10.95,4.059
78.4,4.0,21,4.164,4.67,4.489
136.0,6.0,21,1.997,4.64,5.425
152.4,7.0,36,4.508,7.84,6.765
155.4,7.0,58,2.914,15.95,5.522
73.1,3.0,53,2.111,25.97,2.077
89.4,4.0,50,1.278,1.04,4.079
85.1,4.0,3,7.233,1.41,5.479
95.1,4.0,38,3.902,4.8,5.081
122.5,5.0,67,4.008,6.76,5.413
111.5,5.0,53,6.162,11.72,5.885
111.5,5.0,72,3.007,5.51,5.152
67.0,3.0,62,4.996,8.57,2.927
88.3,5.0,80,2.192,16.25,3.225
159.4,6.0,51,3.788,14.53,6.581
152.2,8.0,51,2.047,12.18,5.27
103.2,5.0,50,2.167,0.71,3.941
136.1,7.0,23,2.84,15.92,5.728
118.8,6.0,39,1.537,4.78,3.919
141.2,6.0,15,3.153,0.72,6.419
138.2,6.0,38,2.362,1.28,6.057
105.9,4.0,13,1.111,3.12,4.057
127.3,6.0,44,2.212,3.66,5.336
121.4,6.0,85,2.327,7.51,4.527
106.8,4.0,40,3.99,41.39,2.999
99.3,5.0,66,3.091,2.06,4.336
182.3,7.0,39,5.214,10.52,7.665
106.9,5.0,81,3.435,11.39,4.358
133.2,7.0,18,2.119,18.51,4.069
177.2,8.0,75,2.648,3.99,7.13
127.2,5.0,65,2.324,8.2,3.842
125.3,5.0,79,3.386,2.09,5.568
107.1,3.0,11,2.792,3.05,4.763
122.2,5.0,80,2.049,2.28,4.452
96.6,5.0,81,2.729,10.72,3.328
243.2,9.0,26,3.345,18.77,8.507
67.5,3.0,56,1.728,6.69,2.761
101.4,3.0,52,3.135,1.47,4.637
127.9,5.0,4,1.336,12.3,3.895
125.3,7.0,47,4.471,11.79,5.753
96.6,5.0,59,3.446,0.82,4.854
60.1,2.0,18,5.659,22.24,3.258
70.9,3.0,32,1.645,4.77,2.468
114.1,5.0,52,4.527,0.27,5.89
54.8,2.0,83,4.142,11.97,3.018
130.9,5.0,5,2.504,1.66,5.724
156.7,7.0,84,2.294,22.64,5.022
138.8,7.0,73,1.668,1.53,5.946
148.2,7.0,76,1.483,7.06,5.285
55.4,3.0,4,1.939,12.51,1.833
97.8,3.0,51,1.545,0.61,3.456
76.4,4.0,33,5.574,22.12,3.883
63.1,3.0,82,1.383,14.4,1.179
91.2,4.0,66,2.907,0.51,4.121
175.6,8.0,58,3.307,23.46,6.24
192.9,8.0,2,3.193,2.63,8.429
79.6,2.0,78,3.321,14.72,2.386
109.4,6.0,44,4.162,21.41,4.448
121.6,6.0,14,2.224,7.31,4.85
98.1,3.0,78,2.828,0.49,4.246
160.6,8.0,81,2.382,17.77,5.51
91.7,4.0,44,4.885,32.84,3.27
86.7,4.0,59,6.993,4.37,6.217
80.9,3.0,54,1.588,3.77,3.496
97.8,5.0,27,1.09,1.59,4.572
43.7,1.0,67,3.512,12.69,1.977
99.4,4.0,89,4.4,7.49,4.492
111.6,6.0,84,6.558,1.07,6.281
49.5,2.0,61,3.789,2.29,2.866
114.0,5.0,32,5.094,2.9,6.26
75.0,4.0,81,5.738,0.02,5.289
113.2,5.0,83,5.255,6.28,5.89
112.5,5.0,0,4.041,0.83,5.51
113.3,5.0,30,1.527,8.52,3.824
139.7,5.0,49,2.708,3.28,6.303
36.7,2.0,52,3.111,2.13,2.116
74.0,3.0,64,2.599,5.21,3.676
98.4,5.0,46,2.672,0.48,4.685
58.8,3.0,1,5.503,1.97,4.223
135.3,6.0,14,1.934,1.16,5.108
77.6,2.0,68,3.895,16.66,2.809
147.1,7.0,62,3.134,15.1,5.657
149.0,6.0,58,1.848,3.42,5.265
101.6,5.0,39,1.675,0.54,4.758
99.9,3.0,24,1.264,10.32,3.137
65.7,2.0,27,3.382,4.81,3.58
108.2,6.0,62,2.642,2.9,4.95
139.3,7.0,45,1.875,1.62,6.153
118.0,5.0,11,1.169,2.49,4.319
167.5,7.0,35,3.303,22.32,5.908
94.7,4.0,74,2.514,7.74,3.201
94.6,4.0,53,1.972,5.84,3.68
79.3,3.0,77,1.762,6.74,3.219
206.2,9.0,45,2.442,0.63,8.223
65.5,3.0,43,3.359,15.48,3.544
135.9,6.0,85,2.343,4.42,5.427
140.3,5.0,45,1.592,12.98,4.378
138.2,6.0,12,2.648,3.81,5.942
81.4,4.0,36,4.351,5.16,3.915
69.0,3.0,58,2.768,5.21,2.852
101.6,4.0,31,2.803,0.21,4.227
129.2,6.0,36,2.348,3.24,5.319
87.2,5.0,78,1.821,0.63,3.665
96.9,5.0,39,1.794,28.69,2.859
87.7,5.0,27,1.287,4.69,3.387
110.7,5.0,9,4.625,11.45,4.928
108.3,6.0,36,3.347,9.92,5.28
178.2,8.0,68,2.821,5.71,5.93
130.1,6.0,26,3.105,12.7,5.169
70.1,3.0,42,3.167,13.85,2.966
71.9,4.0,59,1.953,8.04,2.793
136.7,7.0,83,2.348,1.2,5.768
107.9,5.0,73,2.196,4.14,4.323
201.5,9.0,25,8.416,2.71,10.826
201.3,9.0,14,4.302,26.52,7.198
79.2,4.0,60,2.932,1.15,3.355
118.6,6.0,22,5.026,8.22,5.942
72.2,4.0,35,4.749,13.53,3.47
135.9,6.0,9,1.46,2.91,4.988
187.5,9.0,69,2.459,0.28,7.926
113.1,5.0,14,2.698,2.88,5.522
93.6,4.0,34,3.579,4.36,4.901
122.7,6.0,36,2.458,1.88,5.585
145.5,6.0,3,2.6,4.61,5.989
145.9,7.0,69,2.209,9.08,5.745
93.9,3.0,55,4.358,12.95,4.267
86.5,4.0,48,1.42,0.41,4.18
116.5,5.0,16,2.243,8.83,4.188
96.0,4.0,4,1.186,5.64,3.774
160.6,7.0,5,1.71,7.1,5.54
95.6,4.0,56,3.135,3.59,4.557
110.3,4.0,67,3.162,26.58,2.748
121.7,6.0,71,2.361,0.6,4.687
66.2,2.0,72,4.508,2.14,3.389
88.9,6.0,35,4.999,3.2,5.393
198.2,9.0,0,2.635,6.33,7.956
143.4,6.0,22,3.043,25.69,5.619
95.2,4.0,70,2.217,1.89,3.908
136.1,7.0,68,3.604,4.94,6.246
159.7,7.0,45,1.588,10.62,5.585
100.0,4.0,2,6.099,0.69,6.417
141.0,7.0,69,4.54,5.89,6.534
134.1,6.0,73,1.585,14.51,4.678
72.5,4.0,20,1.906,13.38,2.262
100.2,5.0,72,3.286,4.48,3.672
179.9,8.0,57,2.334,15.03,6.424
196.1,9.0,79,3.473,1.39,7.494
143.8,5.0,56,2.312,0.12,6.182
87.9,3.0,8,5.399,3.83,4.974
50.6,2.0,58,2.728,0.76,2.345
84.1,5.0,9,8.079,4.58,7.393
69.4,4.0,23,3.565,2.72,3.906
184.8,9.0,78,1.481,26.51,5.314
58.4,2.0,87,6.951,1.36,4.953
73.2,3.0,42,4.457,4.01,4.437
115.6,5.0,26,3.225,9.01,5.275
107.6,4.0,35,3.636,3.42,4.533
176.7,9.0,21,1.592,18.14,6.111
131.2,6.0,51,1.207,19.0,3.753
102.6,5.0,37,2.668,4.7,4.127
161.7,8.0,5,5.055,1.24,8.008
94.3,3.0,54,3.248,19.79,2.613
181.9,8.0,57,5.866,4.32,8.892
80.4,3.0,60,4.926,8.13,4.16
41.8,2.0,85,2.744,2.11,2.093
106.3,4.0,63,4.631,23.48,4.044
52.8,2.0,60,5.393,6.58,3.558
146.4,7.0,19,2.622,51.9,3.621
113.4,5.0,41,2.469,0.96,4.509
182.1,8.0,39,2.896,3.4,7.232
99.0,5.0,86,0.918,13.69,2.743
65.9,2.0,42,3.084,0.85,3.013
125.5,6.0,61,3.759,0.19,5.976
89.7,4.0,48,2.901,8.13,3.545
139.0,6.0,5,3.174,0.77,5.762
81.0,3.0,84,2.666,12.96,3.059
170.1,8.0,60,1.107,19.88,5.669
110.3,6.0,20,5.744,5.9,6.196
102.8,5.0,5,2.304,1.0,4.603
166.0,7.0,84,2.059,5.08,6.061
147.2,7.0,27,5.008,8.12,6.733
84.6,4.0,1,4.222,24.83,3.833
145.7,7.0,55,3.074,1.18,6.335
135.2,6.0,1,3.843,0.02,5.737
104.7,6.0,19,1.616,1.47,4.844
141.5,6.0,80,2.621,4.17,5.909
169.8,9.0,3,4.868,0.4,8.54
105.7,4.0,67,2.004,2.61,3.165
105.9,5.0,55,1.735,3.04,4.153
103.9,6.0,27,2.816,1.0,5.25
83.5,4.0,25,2.846,4.05,4.054
105.4,6.0,42,3.638,2.63,5.264
101.5,4.0,47,1.462,1.66,4.208
99.5,5.0,80,0.863,4.32,3.444
99.0,6.0,23,4.115,9.76,5.286
73.1,2.0,53,1.67,8.09,2.543
152.3,6.0,61,2.066,7.3,5.567
88.8,3.0,1,1.018,21.9,2.478
173.3,8.0,80,4.307,0.65,7.598
78.0,2.0,89,3.182,3.79,3.046
187.6,9.0,7,3.125,1.04,8.025
95.8,5.0,23,3.116,17.49,3.941
146.3,8.0,70,1.076,13.08,5.091
113.1,6.0,72,1.745,16.34,3.955
69.9,3.0,14,2.218,4.75,3.091
71.1,4.0,82,1.941,3.72,2.875
86.4,4.0,29,2.406,3.47,3.624
94.0,4.0,26,3.037,7.31,4.212
106.9,4.0,32,4.275,7.69,4.446
121.2,5.0,60,1.396,10.33,4.014
102.2,5.0,18,2.707,2.95,5.633
119.0,6.0,48,3.744,15.2,4.346
125.6,4.0,6,1.793,17.01,4.067
100.7,4.0,13,2.492,2.16,4.573
134.4,6.0,69,3.353,5.82,5.814
144.8,7.0,34,2.732,8.95,5.402
126.7,7.0,71,3.682,5.98,5.837
129.2,6.0,66,2.837,37.63,3.164
115.5,5.0,89,2.362,15.77,3.325
157.1,6.0,12,1.604,3.08,6.254
107.7,5.0,84,3.038,2.47,4.946
86.9,3.0,80,2.843,2.09,3.464
